Item,Binomial,WordA,WordB,Questions,Answer,SentenceType,Sentence,PrimeType,Prime,audio,Condition,List
19,fruits and vegetables,fruits,vegetables,Did Paul eat unhealthily growing up?,n,Sentence (nonalphabetical),"+ Growing up, Paul ate his vegetables and fruits everyday.",alphabetical,A healthy diet includes a balance of fruits and vegetables for essential nutrients.,audio/prime_alpha/A_healthy_diet_includes_a_balance_of_fruits_and_vegetables_for_essential_nutrients.wav,2,4
16,feelings and thoughts,feelings,thoughts,Does get confused when she's frustrated?,y,Sentence (alphabetical),"+ Whenever Pat was frustrated, her feelings and thoughts got muddled.",unrelated,"He flipped through the album, each photograph bringing back a flood of memories.","audio/prime_unrelated/He_flipped_through_the_album,_each_photograph_bringing_back_a_flood_of_memories.wav",5,4
30,place and time,place,time,Was it easy to plan the meeting?,n,Sentence (alphabetical),+ Finding a place and time for the meeting was very difficult.,nonalphabetical,Success in art depends on the right combination of time and place.,audio/prime_nonalpha/Success_in_art_depends_on_the_right_combination_of_time_and_place.wav,3,4
27,mr. and mrs.,mr.,mrs.,Is it the case that the couple aren't married?,y,Sentence (nonalphabetical),+ The couple call each other mrs. and mr. Smith even though they aren't married.,unrelated,"They watched the fireworks explode in the night sky, their faces lit up with excitement.","audio/prime_unrelated/They_watched_the_fireworks_explode_in_the_night_sky,_their_faces_lit_up_with_excitement.wav",6,4
28,north and south,north,south,Did the family stay in the same place?,n,Sentence (alphabetical),+ The family moved north and south a couple of times.,unrelated,The antique store was filled with treasures from a bygone era.,audio/prime_unrelated/The_antique_store_was_filled_with_treasures_from_a_bygone_era.wav,5,4
186,NA,NA,NA,Did he watch the fish?,y,filler,+ She felt a sense of wonder as she gazed up at the stars.,filler,He watched the fish swim lazily in the pond.,audio/prime_filler/He_watched_the_fish_swim_lazily_in_the_pond.wav,NA,0
175,NA,NA,NA,Did he read aloud?,n,filler,"+ She walked through the meadow, admiring the wildflowers.",filler,"He read quietly by the window, bathed in soft light.","audio/prime_filler/He_read_quietly_by_the_window,_bathed_in_soft_light.wav",NA,0
195,NA,NA,NA,Did she place a rocker in her book?,n,filler,"+ The bookstore was cozy, filled with warm lights and books.",filler,She placed a feather in her book as a keepsake.,audio/prime_filler/She_placed_a_feather_in_her_book_as_a_keepsake.wav,NA,0
169,NA,NA,NA,Was the ladybug in her house?,n,filler,+ The street musician played a hauntingly beautiful melody.,filler,She watched a ladybug crawl along the edge of a leaf.,audio/prime_filler/She_watched_a_ladybug_crawl_along_the_edge_of_a_leaf.wav,NA,0
101,NA,NA,NA,Did she wander the aisles with her friends?,n,filler,+ She spent hours wandering the aisles of the bookstore alone.,filler,The sound of distant thunder warned of a coming storm.,audio/prime_filler/The_sound_of_distant_thunder_warned_of_a_coming_storm.wav,NA,0
148,NA,NA,NA,Was the bakery small?,y,filler,+ The small bakery was filled with the scent of cinnamon rolls.,filler,She watched the fireflies dance in the warm evening air.,audio/prime_filler/She_watched_the_fireflies_dance_in_the_warm_evening_air.wav,NA,0
139,NA,NA,NA,Was the seashell strong?,n,filler,"+ She held the fragile seashell, admiring its unique pattern.",filler,"The campfire crackled, casting shadows on their faces.","audio/prime_filler/The_campfire_crackled,_casting_shadows_on_their_faces.wav",NA,0
131,NA,NA,NA,Did he expect the gust of wind?,n,filler,+ He felt a sudden gust of wind as he stepped outside.,filler,She braided her hair while listening to the birds singing.,audio/prime_filler/She_braided_her_hair_while_listening_to_the_birds_singing.wav,NA,0
158,NA,NA,NA,Did she close her eyes?,y,filler,"+ The air smelled like rain, fresh and earthy after the storm.",filler,"She closed her eyes, feeling the warmth of the sun.","audio/prime_filler/She_closed_her_eyes,_feeling_the_warmth_of_the_sun.wav",NA,0
114,NA,NA,NA,Was there coffee in the cafe?,y,filler,+ The cafe smelled of freshly baked bread and roasted coffee.,filler,"The beach was empty, save for a few scattered seashells.","audio/prime_filler/The_beach_was_empty,_save_for_a_few_scattered_seashells.wav",NA,0
132,NA,NA,NA,Was the evening getting colder?,y,filler,+ She wrapped her scarf tighter as the evening grew colder.,filler,The waves crashed rhythmically against the rocky shore.,audio/prime_filler/The_waves_crashed_rhythmically_against_the_rocky_shore.wav,NA,0
179,NA,NA,NA,Was he watching the ocean?,n,filler,"+ She gazed at the ocean, lost in her own thoughts.",filler,He watched the clouds drift across the open sky.,audio/prime_filler/He_watched_the_clouds_drift_across_the_open_sky.wav,NA,0
126,NA,NA,NA,Did she keep a journal?,y,filler,+ She kept a journal filled with her thoughts and dreams.,filler,"He sat on the rooftop, admiring the city lights below.","audio/prime_filler/He_sat_on_the_rooftop,_admiring_the_city_lights_below.wav",NA,0
178,NA,NA,NA,Was the bakery cozy?,y,filler,+ The city lights reflected on the wet streets after the rain.,filler,The scent of fresh bread filled the cozy little bakery.,audio/prime_filler/The_scent_of_fresh_bread_filled_the_cozy_little_bakery.wav,NA,0
166,NA,NA,NA,Was the beach empty?,y,filler,"+ He opened the old book, its pages yellowed with age.",filler,The sound of laughter echoed across the empty beach.,audio/prime_filler/The_sound_of_laughter_echoed_across_the_empty_beach.wav,NA,0
193,NA,NA,NA,Did he watch the sunrise?,n,filler,"+ The breeze ruffled her hair, carrying the scent of salt.",filler,"He sat on the bench, watching the sun go down.","audio/prime_filler/He_sat_on_the_bench,_watching_the_sun_go_down.wav",NA,0
192,NA,NA,NA,Was the bakery busy?,y,filler,+ He tied his shoes and prepared for the long hike ahead.,filler,"The bakery was busy, filled with customers chatting.","audio/prime_filler/The_bakery_was_busy,_filled_with_customers_chatting.wav",NA,0
111,NA,NA,NA,Was the room noisy?,n,filler,+ The room was silent except for the ticking of an old clock.,filler,She loved the feel of the ocean breeze against her face.,audio/prime_filler/She_loved_the_feel_of_the_ocean_breeze_against_her_face.wav,NA,0
191,NA,NA,NA,Did she watch the airplanes?,n,filler,+ The air was thick with the scent of pine and fresh rain.,filler,She watched the kite soar high above the field.,audio/prime_filler/She_watched_the_kite_soar_high_above_the_field.wav,NA,0
163,NA,NA,NA,Was he watching the house?,n,filler,+ The city skyline was breathtaking against the evening sky.,filler,"He looked out at the waves, lost in his thoughts.","audio/prime_filler/He_looked_out_at_the_waves,_lost_in_his_thoughts.wav",NA,0
168,NA,NA,NA,Was the garden overgrown?,y,filler,+ She marveled at the intricate patterns on the butterfly's wings.,filler,"The garden was overgrown, filled with wildflowers and weeds.","audio/prime_filler/The_garden_was_overgrown,_filled_with_wildflowers_and_weeds.wav",NA,0
118,NA,NA,NA,Did he watch old films?,y,filler,+ He spent his evening watching old black-and-white films.,filler,She wore a necklace with a delicate silver pendant.,audio/prime_filler/She_wore_a_necklace_with_a_delicate_silver_pendant.wav,NA,0
141,NA,NA,NA,Did the new watch chime?,n,filler,"+ The old clock chimed, signaling the hour with a soft ring.",filler,She wore a vibrant scarf that stood out in the crowd.,audio/prime_filler/She_wore_a_vibrant_scarf_that_stood_out_in_the_crowd.wav,NA,0
189,NA,NA,NA,Was it a busy night?,n,filler,"+ The small village was quiet, nestled in the valley.",filler,"The night was calm, with only the sound of crickets.","audio/prime_filler/The_night_was_calm,_with_only_the_sound_of_crickets.wav",NA,0
104,NA,NA,NA,Did she pick wildflowers?,y,filler,+ She picked wildflowers and placed them gently in her hair.,filler,She carefully folded the letter and placed it in an envelope.,audio/prime_filler/She_carefully_folded_the_letter_and_placed_it_in_an_envelope.wav,NA,0
151,NA,NA,NA,Did she notice a bird?,n,filler,+ He watched as a flock of birds took off into the sky.,filler,She noticed a butterfly resting on a nearby flower.,audio/prime_filler/She_noticed_a_butterfly_resting_on_a_nearby_flower.wav,NA,0
145,NA,NA,NA,DId she trace the shapes in the dirt?,n,filler,+ She traced shapes in the sand with her finger absentmindedly.,filler,"The park was empty, covered in a blanket of fallen leaves.","audio/prime_filler/The_park_was_empty,_covered_in_a_blanket_of_fallen_leaves.wav",NA,0
198,NA,NA,NA,Was the forest quiet?,y,filler,+ She wore a necklace with a tiny silver locket.,filler,The sound of the waterfall filled the quiet forest.,audio/prime_filler/The_sound_of_the_waterfall_filled_the_quiet_forest.wav,NA,0
171,NA,NA,NA,Did he admire the sunrise?,n,filler,+ She felt the cool breeze brush against her skin softly.,filler,He admired the sunset from the top of the hill.,audio/prime_filler/He_admired_the_sunset_from_the_top_of_the_hill.wav,NA,0
154,NA,NA,NA,Did she enjoy the mountain air?,y,filler,+ The sound of waves crashing was soothing and rhythmic.,filler,"She took a deep breath, savoring the fresh mountain air.","audio/prime_filler/She_took_a_deep_breath,_savoring_the_fresh_mountain_air.wav",NA,0
